,genres
9356,"['adventure', 'animation', 'family']"
9357,"['action', 'thriller']"
9358,"['drama', 'family', 'romance']"
9359,"['action', 'adventure', 'drama']"
9360,"['comedy', 'romance', 'tv movie']"
9361,"['adventure', 'family', 'scifi', 'action']"
9362,"['crime', 'drama', 'thriller']"
9363,"['crime', 'drama', 'thriller', 'tv movie']"
9364,"['comedy', 'romance', 'drama']"
9365,"['comedy', 'action', 'crime']"
9366,"['action', 'adventure', 'comedy']"
9367,"['action', 'crime', 'drama', 'thriller']"
9368,['documentary']
9369,"['animation', 'drama', 'comedy']"
9370,"['drama', 'action', 'war', 'romance']"
9371,"['drama', 'romance']"
9372,"['animation', 'drama', 'music']"
9373,"['drama', 'war']"
9374,['drama']
9375,"['drama', 'thriller', 'romance']"
9376,"['animation', 'comedy']"
9377,"['crime', 'drama']"
9378,"['thriller', 'crime', 'action']"
9379,"['horror', 'action', 'scifi']"
9380,"['thriller', 'drama']"
9381,"['drama', 'thriller']"
9382,['comedy']
9383,"['action', 'scifi']"
9384,"['scifi', 'animation', 'comedy', 'fantasy', 'romance']"
9385,"['action', 'drama', 'mystery', 'thriller']"
9386,"['action', 'drama']"
9387,"['music', 'tv movie', 'fantasy']"
9388,"['comedy', 'drama']"
9389,"['action', 'drama', 'thriller']"
9390,"['horror', 'crime', 'drama']"
9391,"['drama', 'romance']"
9392,"['thriller', 'mystery', 'drama', 'crime']"
9393,['drama']
9394,"['comedy', 'romance', 'scifi', 'drama']"
9395,"['action', 'adventure', 'drama', 'history']"
9396,['horror']
9397,"['adventure', 'comedy']"
9398,"['animation', 'scifi']"
9399,['comedy']
9400,"['comedy', 'drama', 'mystery']"
9401,['comedy']
9402,"['horror', 'thriller', 'romance']"
9403,"['drama', 'romance']"
9404,"['comedy', 'fantasy']"
9405,"['comedy', 'drama']"
9406,"['drama', 'history', 'western']"
9407,"['scifi', 'thriller']"
9408,"['comedy', 'romance']"
9409,['drama']
9410,"['mystery', 'thriller']"
9411,"['documentary', 'tv movie']"
9412,['action']
9413,['drama']
9414,['comedy']
9415,"['horror', 'fantasy']"
9416,['horror']
9417,"['thriller', 'crime', 'horror']"
9418,"['comedy', 'family']"
9419,"['comedy', 'romance']"
9420,"['action', 'crime']"
9421,"['adventure', 'comedy', 'drama', 'fantasy']"
9422,"['comedy', 'romance']"
9423,"['comedy', 'drama', 'family', 'music', 'romance']"
9424,"['drama', 'thriller']"
9425,"['drama', 'mystery']"
9426,"['drama', 'romance', 'tv movie']"
9427,['drama']
9428,"['drama', 'comedy', 'romance']"
9429,"['comedy', 'fantasy', 'romance']"
9430,"['romance', 'comedy']"
9431,"['romance', 'comedy', 'drama']"
9432,"['comedy', 'drama']"
9433,"['drama', 'romance']"
9434,"['action', 'comedy']"
9435,"['comedy', 'drama']"
9436,"['animation', 'action', 'thriller', 'crime', 'scifi']"
9437,['action']
9438,"['drama', 'thriller']"
9439,['comedy']
9440,"['family', 'fantasy', 'animation', 'romance']"
9441,"['family', 'romance']"
9442,"['adventure', 'drama', 'romance']"
9443,"['scifi', 'action', 'adventure', 'thriller']"
9444,"['drama', 'war']"
9445,['drama']
9446,"['mystery', 'romance', 'thriller']"
9447,"['horror', 'action', 'thriller', 'scifi']"
9448,"['drama', 'history']"
9449,"['comedy', 'family']"
9450,['action']
9451,"['fantasy', 'horror']"
9452,['documentary']
9453,"['family', 'comedy']"
9454,"['drama', 'horror', 'scifi']"
9455,"['romance', 'action', 'drama']"
9456,['comedy']
9457,"['action', 'drama']"
9458,"['comedy', 'scifi', 'drama', 'mystery', 'thriller']"
9459,"['action', 'comedy']"
9460,['drama']
9461,"['horror', 'thriller']"
9462,"['adventure', 'drama', 'fantasy', 'family']"
9463,"['action', 'animation', 'adventure', 'comedy', 'drama', 'family', 'fantasy']"
9464,"['comedy', 'drama', 'romance']"
9465,"['action', 'comedy', 'adventure']"
9466,"['action', 'crime', 'drama', 'thriller']"
9467,"['comedy', 'adventure', 'music']"
9468,"['comedy', 'family', 'romance']"
9469,['horror']
9470,"['horror', 'mystery', 'thriller']"
9471,['thriller']
9472,"['drama', 'comedy', 'romance']"
9473,"['comedy', 'horror', 'romance']"
9474,"['drama', 'war']"
9475,['comedy']
9476,['comedy']
9477,"['romance', 'drama']"
9478,"['drama', 'horror', 'comedy']"
9479,['documentary']
9480,"['romance', 'drama']"
9481,"['drama', 'thriller', 'romance']"
9482,"['family', 'animation']"
9483,"['scifi', 'adventure', 'action', 'war']"
9484,['romance']
9485,"['action', 'adventure', 'drama']"
9486,"['action', 'adventure', 'scifi', 'thriller']"
9487,"['drama', 'comedy', 'history']"
9488,"['action', 'drama', 'adventure', 'tv movie']"
9489,"['fantasy', 'thriller', 'horror', 'scifi']"
9490,['documentary']
9491,"['comedy', 'horror']"
9492,"['crime', 'drama']"
9493,"['crime', 'mystery', 'thriller']"
9494,"['animation', 'adventure', 'mystery']"
9495,"['crime', 'drama']"
9496,"['comedy', 'family', 'thriller']"
9497,"['action', 'adventure', 'family', 'fantasy', 'scifi']"
9498,"['action', 'thriller']"
9499,"['history', 'action', 'adventure']"
9500,"['horror', 'mystery']"
9501,"['drama', 'action', 'thriller']"
9502,"['adventure', 'family']"
9503,"['action', 'animation', 'comedy']"
9504,"['drama', 'war', 'romance']"
9505,['adventure']
9506,"['horror', 'thriller']"
9507,"['music', 'comedy', 'drama', 'romance']"
9508,"['action', 'comedy', 'horror', 'thriller']"
9509,['comedy']
9510,"['family', 'action']"
9511,"['adventure', 'family', 'fantasy']"
9512,"['crime', 'drama', 'romance', 'thriller']"
9513,"['drama', 'comedy', 'romance']"
9514,"['drama', 'thriller']"
9515,"['comedy', 'horror']"
9516,['drama']
9517,"['music', 'animation', 'comedy', 'family']"
9518,"['horror', 'thriller']"
9519,['comedy']
9520,"['action', 'animation', 'fantasy']"
9521,"['horror', 'comedy']"
9522,"['drama', 'thriller']"
9523,"['drama', 'thriller', 'crime']"
9524,['documentary']
9525,"['fantasy', 'action']"
9526,['documentary']
9527,"['action', 'comedy', 'scifi']"
9528,"['comedy', 'crime']"
9529,"['drama', 'romance']"
9530,"['comedy', 'drama', 'romance']"
9531,"['comedy', 'western', 'adventure']"
9532,"['romance', 'comedy']"
9533,['thriller']
9534,['horror']
9535,"['drama', 'history', 'romance']"
9536,"['action', 'crime', 'thriller']"
9537,['drama']
9538,['comedy']
9539,"['crime', 'action', 'thriller']"
9540,['horror']
9541,"['action', 'history', 'war']"
9542,"['adventure', 'animation', 'comedy', 'family', 'fantasy']"
9543,"['crime', 'drama']"
9544,"['tv movie', 'comedy', 'family', 'music']"
9545,"['history', 'action', 'drama']"
9546,"['comedy', 'crime', 'drama']"
9547,['comedy']
9548,"['drama', 'history']"
9549,"['horror', 'thriller']"
9550,"['mystery', 'thriller']"
9551,"['action', 'adventure', 'comedy']"
9552,"['horror', 'thriller']"
9553,['drama']
9554,"['drama', 'horror', 'mystery', 'fantasy']"
9555,"['crime', 'drama']"
9556,"['romance', 'comedy', 'drama']"
9557,"['fantasy', 'drama', 'horror', 'thriller']"
9558,"['tv movie', 'horror', 'thriller']"
9559,"['family', 'adventure', 'animation', 'comedy', 'fantasy']"
9560,['drama']
9561,['comedy']
9562,"['comedy', 'romance']"
9563,"['animation', 'family', 'music', 'comedy']"
9564,"['comedy', 'drama', 'romance']"
9565,"['drama', 'horror']"
9566,"['horror', 'thriller', 'drama']"
9567,"['comedy', 'romance']"
9568,['romance']
9569,"['romance', 'comedy']"
9570,['comedy']
9571,"['drama', 'romance']"
9572,"['comedy', 'drama', 'romance']"
9573,"['romance', 'comedy']"
9574,"['comedy', 'romance']"
9575,"['drama', 'mystery', 'scifi', 'thriller']"
9576,"['drama', 'thriller', 'mystery', 'romance']"
9577,"['drama', 'music']"
9578,['horror']
9579,"['thriller', 'scifi']"
9580,"['comedy', 'romance']"
9581,['horror']
9582,"['drama', 'comedy', 'romance']"
9583,"['thriller', 'mystery']"
9584,"['horror', 'drama']"
9585,['western']
9586,"['drama', 'romance']"
9587,"['music', 'drama']"
9588,['thriller']
9589,['comedy']
9590,"['drama', 'thriller']"
9591,"['animation', 'family']"
9592,"['adventure', 'action', 'comedy']"
9593,"['horror', 'thriller', 'tv movie']"
9594,"['drama', 'music', 'romance']"
9595,"['animation', 'crime', 'mystery', 'thriller']"
9596,['horror']
9597,['drama']
9598,"['drama', 'comedy']"
9599,"['horror', 'scifi', 'thriller']"
9600,"['animation', 'family']"
9601,"['animation', 'comedy', 'romance']"
9602,"['action', 'comedy', 'scifi', 'fantasy']"
9603,"['war', 'drama', 'action']"
9604,"['drama', 'war']"
9605,"['comedy', 'drama']"
9606,['comedy']
9607,"['drama', 'romance']"
9608,['romance']
9609,"['mystery', 'thriller', 'drama']"
9610,"['action', 'fantasy', 'horror']"
9611,['animation']
9612,"['drama', 'romance', 'action', 'crime']"
9613,['comedy']
9614,"['action', 'thriller']"
9615,"['music', 'documentary']"
9616,"['drama', 'history', 'war']"
9617,"['horror', 'thriller']"
9618,"['action', 'drama']"
9619,"['adventure', 'drama']"
9620,"['drama', 'fantasy', 'horror']"
9621,['comedy']
9622,"['war', 'drama', 'action']"
9623,['drama']
9624,['scifi']
9625,"['drama', 'tv movie']"
9626,"['comedy', 'music', 'drama']"
9627,"['horror', 'comedy']"
9628,['western']
9629,['crime']
9630,"['horror', 'thriller', 'scifi']"
9631,['action']
9632,"['drama', 'thriller', 'crime', 'mystery']"
9633,['horror']
9634,"['drama', 'romance', 'comedy']"
9635,"['comedy', 'romance']"
9636,['comedy']
9637,"['drama', 'comedy']"
9638,"['crime', 'drama', 'history', 'thriller']"
9639,"['family', 'fantasy', 'animation']"
9640,"['scifi', 'adventure', 'horror', 'thriller']"
9641,['action']
9642,"['history', 'drama', 'music']"
9643,"['animation', 'adventure']"
9644,['drama']
9645,"['action', 'adventure', 'drama', 'romance', 'thriller']"
9646,"['western', 'thriller']"
9647,"['comedy', 'romance']"
9648,"['horror', 'fantasy']"
9649,"['music', 'drama']"
9650,"['drama', 'romance']"
9651,"['action', 'horror', 'crime', 'thriller']"
9652,"['fantasy', 'scifi', 'comedy']"
9653,"['drama', 'horror', 'thriller']"
9654,['comedy']
9655,"['animation', 'drama', 'comedy']"
9656,"['comedy', 'romance']"
9657,"['comedy', 'drama', 'war']"
9658,"['family', 'comedy', 'adventure']"
9659,"['adventure', 'drama']"
9660,"['animation', 'horror', 'action', 'comedy']"
9661,"['comedy', 'drama']"
9662,"['comedy', 'family']"
9663,"['thriller', 'crime', 'drama']"
9664,"['comedy', 'animation', 'family', 'adventure']"
9665,['drama']
9666,['thriller']
9667,['thriller']
9668,"['comedy', 'crime', 'music']"
9669,"['crime', 'drama']"
9670,"['adventure', 'documentary']"
9671,"['horror', 'thriller']"
9672,"['animation', 'drama', 'family']"
9673,"['drama', 'history']"
9674,"['drama', 'crime', 'thriller']"
9675,"['adventure', 'action', 'thriller', 'crime']"
9676,"['drama', 'history', 'war']"
9677,"['drama', 'western']"
9678,['horror']
9679,"['comedy', 'drama']"
9680,['drama']
9681,['comedy']
9682,"['horror', 'thriller']"
9683,"['music', 'drama']"
9684,"['crime', 'comedy']"
9685,['comedy']
9686,"['thriller', 'action', 'crime', 'drama']"
9687,"['action', 'adventure']"
9688,"['comedy', 'animation', 'adventure', 'horror']"
9689,"['action', 'drama', 'history']"
9690,"['comedy', 'drama', 'romance']"
9691,['drama']
9692,['drama']
9693,"['action', 'horror', 'mystery', 'thriller']"
9694,"['drama', 'tv movie']"
9695,"['animation', 'family', 'adventure', 'drama', 'fantasy']"
9696,"['comedy', 'romance']"
9697,"['adventure', 'romance']"
9698,"['drama', 'music']"
9699,['comedy']
9700,['comedy']
9701,"['drama', 'history']"
9702,"['comedy', 'drama']"
9703,['comedy']
9704,"['adventure', 'fantasy', 'drama', 'mystery']"
9705,['action']
9706,"['comedy', 'fantasy']"
9707,['documentary']
9708,"['history', 'drama']"
9709,"['scifi', 'comedy', 'fantasy']"
9710,"['drama', 'thriller', 'tv movie']"
9711,"['drama', 'romance']"
9712,"['romance', 'drama']"
9713,"['thriller', 'scifi', 'mystery', 'horror']"
9714,"['drama', 'thriller']"
9715,"['comedy', 'animation']"
9716,['documentary']
9717,"['family', 'animation', 'adventure', 'fantasy', 'scifi']"
9718,"['animation', 'adventure', 'family', 'fantasy']"
9719,"['drama', 'crime']"
9720,"['horror', 'scifi']"
9721,"['comedy', 'drama', 'fantasy', 'romance']"
9722,"['comedy', 'romance', 'drama']"
9723,"['animation', 'adventure', 'family']"
9724,"['horror', 'thriller']"
9725,"['drama', 'romance']"
9726,"['animation', 'adventure', 'mystery']"
9727,"['animation', 'adventure', 'family']"
9728,['drama']
9729,"['comedy', 'drama']"
9730,"['comedy', 'romance']"
9731,"['action', 'adventure', 'horror', 'thriller']"
9732,"['family', 'adventure']"
9733,"['action', 'crime', 'drama', 'thriller']"
9734,['drama']
9735,"['animation', 'adventure', 'family', 'comedy']"
9736,['drama']
9737,"['drama', 'fantasy', 'thriller']"
9738,"['thriller', 'drama']"
9739,"['horror', 'mystery', 'fantasy']"
9740,"['drama', 'comedy']"
9741,['documentary']
9742,"['drama', 'thriller']"
9743,"['drama', 'romance']"
9744,"['comedy', 'scifi', 'drama', 'fantasy']"
9745,"['romance', 'comedy']"
9746,"['comedy', 'drama']"
9747,['drama']
9748,['horror']
9749,"['family', 'tv movie', 'comedy', 'scifi', 'adventure']"
9750,"['horror', 'thriller']"
9751,['comedy']
9752,"['drama', 'comedy']"
9753,"['thriller', 'horror']"
9754,"['documentary', 'horror']"
9755,"['drama', 'horror', 'mystery']"
9756,['adventure']
9757,"['drama', 'comedy']"
9758,['drama']
9759,"['comedy', 'drama', 'romance']"
9760,"['comedy', 'crime']"
9761,"['comedy', 'drama']"
9762,['drama']
9763,"['romance', 'drama', 'war']"
9764,"['drama', 'romance']"
9765,"['drama', 'romance']"
9766,"['documentary', 'music']"
9767,"['crime', 'drama', 'mystery']"
9768,"['horror', 'drama', 'thriller']"
9769,"['thriller', 'drama', 'mystery', 'horror']"
9770,"['adventure', 'action', 'history', 'romance']"
9771,"['thriller', 'crime', 'mystery', 'drama']"
9772,"['action', 'adventure', 'horror']"
9773,"['action', 'thriller']"
9774,['comedy']
9775,"['action', 'adventure', 'comedy']"
9776,"['animation', 'drama', 'family']"
9777,"['action', 'comedy', 'crime', 'romance']"
9778,"['action', 'comedy', 'scifi', 'tv movie', 'adventure']"
9779,"['adventure', 'drama', 'family']"
9780,"['action', 'drama', 'thriller']"
9781,"['action', 'crime', 'thriller', 'mystery']"
9782,['drama']
9783,"['action', 'adventure', 'drama', 'history', 'war']"
9784,"['action', 'scifi', 'thriller']"
9785,"['drama', 'romance']"
9786,"['fantasy', 'mystery', 'thriller', 'drama']"
9787,['drama']
9788,"['fantasy', 'music']"
9789,"['romance', 'drama']"
9790,"['drama', 'thriller', 'crime']"
9791,"['horror', 'thriller']"
9792,"['drama', 'comedy', 'crime']"
9793,"['comedy', 'romance']"
9794,"['thriller', 'drama', 'horror']"
9795,"['drama', 'history', 'romance']"
9796,"['crime', 'drama', 'romance', 'thriller', 'mystery']"
9797,"['drama', 'thriller', 'crime']"
9798,"['comedy', 'tv movie', 'romance']"
9799,['horror']
9800,"['romance', 'comedy']"
9801,"['drama', 'romance']"
9802,['comedy']
9803,"['drama', 'history', 'tv movie']"
9804,"['action', 'scifi']"
9805,"['thriller', 'drama']"
9806,"['comedy', 'drama', 'romance']"
9807,"['drama', 'romance', 'comedy']"
9808,['drama']
9809,"['horror', 'thriller', 'mystery']"
9810,['horror']
9811,"['romance', 'animation', 'drama']"
9812,"['action', 'adventure', 'drama']"
9813,"['crime', 'horror']"
9814,"['crime', 'thriller', 'mystery']"
9815,"['scifi', 'fantasy', 'family', 'music']"
9816,"['drama', 'crime']"
9817,['horror']
9818,"['mystery', 'thriller', 'horror']"
9819,"['music', 'drama', 'history']"
9820,"['war', 'drama', 'scifi']"
9821,['documentation']
9822,"['drama', 'crime']"
9823,"['comedy', 'european']"
9824,"['comedy', 'documentation']"
9825,"['romance', 'comedy']"
9826,"['drama', 'crime', 'comedy']"
9827,"['history', 'documentation', 'european']"
9828,"['war', 'documentation', 'music', 'comedy']"
9829,['drama']
9830,['drama']
9831,"['drama', 'comedy', 'crime', 'romance', 'action']"
9832,"['action', 'drama', 'war', 'history', 'romance']"
9833,"['drama', 'romance', 'action', 'fantasy', 'family']"
9834,"['crime', 'romance', 'drama']"
9835,"['action', 'drama', 'romance', 'thriller']"
9836,['documentation']
9837,"['drama', 'thriller', 'crime']"
9838,['comedy']
9839,['drama']
9840,"['music', 'drama', 'crime']"
9841,"['crime', 'thriller']"
9842,"['romance', 'drama', 'comedy']"
9843,"['romance', 'crime', 'drama']"
9844,['documentation']
9845,['romance']
9846,"['drama', 'action', 'romance']"
9847,['comedy']
9848,"['scifi', 'action', 'crime', 'drama']"
9849,"['animation', 'family', 'comedy', 'fantasy', 'drama', 'action', 'music']"
9850,"['family', 'comedy', 'romance']"
9851,['family']
9852,"['comedy', 'documentation']"
9853,"['romance', 'comedy']"
9854,"['comedy', 'family']"
9855,"['animation', 'comedy', 'family', 'scifi', 'european']"
9856,"['drama', 'thriller']"
9857,"['animation', 'scifi', 'action', 'drama', 'war']"
9858,"['animation', 'comedy', 'family', 'crime', 'european']"
9859,"['comedy', 'documentation']"
9860,['comedy']
9861,"['comedy', 'documentation']"
9862,"['action', 'drama', 'war', 'animation', 'scifi']"
9863,"['comedy', 'documentation']"
9864,"['drama', 'romance']"
9865,"['drama', 'action', 'crime']"
9866,['comedy']
9867,"['drama', 'war']"
9868,"['thriller', 'crime', 'drama']"
9869,['drama']
9870,"['drama', 'comedy', 'romance']"
9871,"['crime', 'drama']"
9872,['drama']
9873,"['drama', 'crime']"
9874,['comedy']
9875,"['drama', 'action', 'crime']"
9876,"['action', 'crime', 'thriller']"
9877,['drama']
9878,"['action', 'drama']"
9879,['drama']
9880,"['action', 'drama', 'thriller']"
9881,['drama']
9882,['comedy']
9883,"['action', 'comedy', 'drama', 'family']"
9884,"['drama', 'action']"
9885,"['romance', 'drama', 'action']"
9886,"['family', 'romance']"
9887,"['drama', 'fantasy']"
9888,"['war', 'drama', 'european']"
9889,['drama']
9890,['reality']
9891,"['scifi', 'drama', 'action']"
9892,"['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']"
9893,"['animation', 'action', 'comedy', 'drama', 'fantasy']"
9894,"['reality', 'comedy', 'drama', 'scifi']"
9895,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']"
9896,"['drama', 'scifi', 'animation', 'action', 'fantasy', 'thriller']"
9897,"['comedy', 'drama']"
9898,"['thriller', 'drama', 'crime', 'action']"
9899,"['action', 'scifi', 'fantasy', 'family']"
9900,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']"
9901,"['animation', 'scifi', 'comedy', 'family', 'fantasy']"
9902,"['scifi', 'thriller', 'family', 'fantasy', 'horror', 'music']"
9903,"['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama']"
9904,"['action', 'fantasy', 'comedy', 'family']"
9905,"['comedy', 'family', 'music']"
9906,"['comedy', 'family']"
9907,"['family', 'comedy']"
9908,"['drama', 'crime', 'thriller']"
9909,"['comedy', 'family', 'action', 'sport']"
9910,"['romance', 'drama', 'comedy']"
9911,"['documentation', 'family', 'reality']"
9912,"['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']"
9913,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy', 'western']"
9914,"['drama', 'european', 'crime']"
9915,"['drama', 'comedy']"
9916,"['drama', 'romance']"
9917,"['comedy', 'drama']"
9918,['comedy']
9919,"['comedy', 'drama', 'family']"
9920,"['drama', 'comedy', 'family']"
9921,"['drama', 'romance', 'comedy']"
9922,"['animation', 'comedy', 'family', 'action', 'european']"
9923,['documentation']
9924,"['action', 'scifi']"
9925,"['drama', 'crime']"
9926,"['drama', 'romance', 'comedy']"
9927,"['drama', 'romance']"
9928,"['comedy', 'documentation']"
9929,['comedy']
9930,"['drama', 'european']"
9931,"['drama', 'music', 'romance']"
9932,"['drama', 'history', 'war', 'documentation']"
9933,"['comedy', 'music', 'documentation']"
9934,"['comedy', 'documentation']"
9935,"['drama', 'romance']"
9936,['drama']
9937,"['drama', 'romance']"
9938,"['thriller', 'action', 'drama', 'romance']"
9939,['comedy']
9940,"['comedy', 'documentation']"
9941,"['drama', 'crime']"
9942,"['romance', 'family', 'fantasy', 'drama']"
9943,"['drama', 'history', 'comedy', 'romance']"
9944,['drama']
9945,"['comedy', 'drama', 'action', 'romance']"
9946,"['comedy', 'drama', 'romance']"
9947,"['comedy', 'documentation']"
9948,"['comedy', 'romance', 'drama']"
9949,"['comedy', 'action', 'crime', 'thriller']"
9950,"['drama', 'comedy']"
9951,"['romance', 'crime', 'thriller', 'drama']"
9952,"['drama', 'sport']"
9953,"['comedy', 'romance', 'drama']"
9954,"['documentation', 'history']"
9955,['comedy']
9956,"['comedy', 'documentation']"
9957,['comedy']
9958,"['romance', 'drama', 'comedy', 'war', 'european']"
9959,"['drama', 'action', 'crime']"
9960,"['drama', 'war', 'crime', 'european']"
9961,"['drama', 'action', 'crime', 'thriller']"
9962,"['comedy', 'documentation']"
9963,"['comedy', 'documentation']"
9964,"['romance', 'action', 'crime', 'drama', 'thriller']"
9965,"['comedy', 'documentation']"
9966,"['romance', 'european', 'drama']"
9967,"['action', 'drama']"
9968,['drama']
9969,"['comedy', 'romance', 'fantasy', 'action']"
9970,"['romance', 'action', 'drama']"
9971,['']
9972,"['drama', 'thriller', 'crime']"
9973,['drama']
9974,"['drama', 'action']"
9975,"['drama', 'crime', 'thriller']"
9976,"['comedy', 'reality', 'european', 'music']"
9977,"['action', 'drama', 'scifi', 'horror', 'thriller']"
9978,"['scifi', 'horror', 'thriller', 'drama', 'fantasy']"
9979,"['reality', 'european']"
9980,"['comedy', 'sport']"
9981,"['drama', 'european']"
9982,['comedy']
9983,"['drama', 'romance']"
9984,['comedy']
9985,"['drama', 'family']"
9986,"['crime', 'documentation', 'drama']"
9987,"['crime', 'action', 'thriller', 'drama', 'comedy']"
9988,"['scifi', 'animation', 'action', 'family', 'fantasy']"
9989,"['drama', 'sport']"
9990,"['comedy', 'european']"
9991,"['action', 'animation', 'family', 'scifi', 'comedy']"
9992,"['drama', 'comedy', 'family', 'romance']"
9993,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']"
9994,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']"
9995,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']"
9996,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']"
9997,"['action', 'thriller', 'scifi']"
9998,"['comedy', 'music']"
9999,"['thriller', 'drama', 'crime']"
10000,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']"
10001,"['comedy', 'crime']"
10002,['reality']
10003,"['drama', 'war', 'horror', 'thriller']"
10004,"['comedy', 'scifi', 'animation', 'family', 'fantasy']"
10005,"['family', 'comedy']"
10006,"['comedy', 'family', 'romance']"
10007,"['action', 'drama', 'scifi', 'fantasy', 'european']"
10008,"['action', 'animation', 'comedy', 'drama', 'family', 'scifi']"
10009,['reality']
10010,"['drama', 'comedy']"
10011,"['scifi', 'action', 'animation', 'drama', 'war', 'thriller']"
10012,"['comedy', 'sport', 'european']"
10013,"['action', 'scifi', 'animation', 'comedy', 'drama']"
10014,"['scifi', 'reality', 'thriller', 'comedy', 'drama', 'horror', 'european']"
10015,"['animation', 'action', 'comedy', 'family', 'fantasy', 'thriller', 'european']"
10016,"['action', 'animation', 'comedy', 'family']"
10017,"['family', 'animation', 'action', 'comedy', 'drama', 'thriller', 'fantasy', 'scifi']"
10018,"['comedy', 'drama', 'romance']"
10019,"['thriller', 'crime', 'european']"
10020,"['drama', 'comedy']"
10021,"['scifi', 'drama', 'family', 'fantasy']"
10022,"['comedy', 'european']"
10023,"['scifi', 'animation', 'drama', 'thriller', 'comedy', 'fantasy', 'action', 'horror', 'crime']"
10024,"['drama', 'scifi', 'thriller']"
10025,"['animation', 'family']"
10026,"['animation', 'comedy', 'family', 'european']"
10027,"['animation', 'comedy', 'drama', 'romance']"
10028,"['family', 'comedy']"
10029,"['comedy', 'crime', 'family', 'romance']"
10030,"['comedy', 'documentation']"
10031,"['drama', 'comedy']"
10032,"['romance', 'drama', 'action', 'sport']"
10033,"['animation', 'family', 'comedy', 'european']"
10034,"['war', 'reality', 'animation', 'action', 'comedy', 'drama', 'family']"
10035,['comedy']
10036,"['documentation', 'music']"
10037,"['comedy', 'drama', 'romance']"
10038,"['drama', 'action', 'history', 'sport']"
10039,"['family', 'drama', 'sport', 'fantasy']"
10040,['western']
10041,"['thriller', 'european']"
10042,"['comedy', 'drama', 'animation', 'romance']"
10043,"['family', 'action', 'animation', 'comedy']"
10044,['comedy']
10045,"['scifi', 'animation', 'action', 'drama', 'war']"
10046,"['action', 'scifi', 'family', 'fantasy', 'animation', 'european']"
10047,"['action', 'crime', 'drama', 'thriller']"
10048,"['animation', 'drama', 'action', 'scifi', 'thriller', 'fantasy', 'horror', 'romance']"
10049,"['comedy', 'drama', 'romance']"
10050,"['animation', 'comedy', 'family', 'european']"
10051,"['animation', 'comedy', 'family', 'fantasy', 'european']"
10052,"['action', 'animation', 'comedy', 'thriller', 'scifi', 'family', 'romance', 'fantasy']"
10053,"['comedy', 'family', 'fantasy', 'horror', 'music', 'animation', 'scifi']"
10054,"['drama', 'comedy', 'romance', 'sport']"
10055,"['comedy', 'documentation']"
10056,"['scifi', 'family', 'animation', 'action']"
10057,"['action', 'drama']"
10058,"['scifi', 'animation', 'comedy', 'drama']"
10059,"['thriller', 'action', 'drama', 'crime']"
10060,"['comedy', 'romance', 'action', 'animation', 'family', 'fantasy', 'european']"
10061,"['comedy', 'crime']"
10062,"['animation', 'comedy', 'drama', 'family', 'scifi', 'action']"
10063,"['documentation', 'crime', 'drama', 'romance', 'action']"
10064,"['drama', 'european', 'history']"
10065,"['comedy', 'documentation']"
10066,['animation']
10067,['drama']
10068,"['thriller', 'drama', 'action', 'comedy', 'fantasy', 'romance']"
10069,"['comedy', 'crime']"
10070,['comedy']
10071,"['drama', 'romance']"
10072,"['drama', 'romance', 'comedy']"
10073,"['romance', 'comedy', 'drama']"
10074,"['crime', 'history', 'action', 'drama']"
10075,"['action', 'animation', 'comedy', 'family']"
10076,"['romance', 'history', 'war', 'action', 'drama']"
10077,"['action', 'animation', 'scifi', 'comedy', 'family', 'western']"
10078,['drama']
10079,"['comedy', 'documentation']"
10080,"['comedy', 'action', 'crime', 'drama']"
10081,"['drama', 'comedy']"
10082,"['drama', 'european']"
10083,"['comedy', 'crime', 'action', 'scifi', 'drama', 'thriller']"
10084,"['animation', 'comedy', 'family', 'music', 'fantasy', 'european']"
10085,"['fantasy', 'horror', 'family', 'comedy']"
10086,"['drama', 'history', 'comedy', 'crime']"
10087,"['drama', 'action']"
10088,['drama']
10089,"['animation', 'comedy', 'family', 'fantasy', 'european']"
10090,"['action', 'drama', 'comedy', 'reality', 'romance', 'thriller']"
10091,"['romance', 'documentation', 'drama', 'european']"
10092,"['comedy', 'documentation']"
10093,"['drama', 'action', 'comedy', 'romance', 'crime']"
10094,"['comedy', 'documentation']"
10095,['comedy']
10096,"['animation', 'comedy', 'family']"
10097,"['romance', 'comedy', 'drama']"
10098,"['comedy', 'drama']"
10099,['comedy']
10100,"['drama', 'music']"
10101,['documentation']
10102,"['comedy', 'action']"
10103,"['drama', 'comedy']"
10104,"['comedy', 'crime']"
10105,"['romance', 'comedy', 'drama', 'war']"
10106,['comedy']
